Full Name,Born,Batting Style,Bowling Style,Carrer,Age
රෝයි ලූක් ඩයස්,"ඔක්තෝබර් 18, 1952, කොළඹ",දකුණු අත පිතිකරණය,දකුණු අත ඕෆ්බ්රීක්,"රෝයි ඩයස් ටෙස්ට් මට්ටමින් ශ්රී ලංකාව සඳහා අශෝභන තරඟයක් පැවැත්වූ අතර, අංක 3 හි පන්දුවට පහරදුන්; ලකුණු ලබා නොගෙන ඔහු බොබ් විලිස් විසින් ඔවුන්ව බැහැර කරනු ලැබීය. කෙසේ වෙතත්, දෙවන ඉනිම ඩයස් හි ඉතා අලංකාර 77. ශ්රී ලංකාව ටෙස්ට් තත්ත්වය ලබා ගැනීමේදී දැනටමත් පළපුරුදු පළමු පන්තියේ ක්රිකට් ක්රීඩකයෙක් වන ඩයස් ශ්රී ලංකාවේ ආරම්භයේ ආරම්භයේ දී පන්දුවට පහර දීම සහ දුලීප් මෙන්ඩිස් සමඟ පන්දුවට පහර දීමේ කොඳු නාරටිය විය. පාකිස්තානයට පරීක්ෂණ චාරිකාවේදී පාකිස්තානයට පැමිණෙන පරීක්ෂණ චාරිකාවේදී ඩයස් සිය පංතිය ඉස්මතු කළේය. 4916 දී ලකුණු 295 ක් රැස් කළ අතර, ෆයිසලාබාද් හි 98 ක් ඇතුළුව, පසුව ලාහෝර්හිදී 109 දෙනෙකු පසුපස හඹා යමින්, ඉම්රාන් ඛාන්හි වේග පන්දු යැවීමේ මුහුණක ඔහු වටා කඩා වැටුණි. 1985-86 දී ඉන්දියාව තුළ ඉන්දියාවට වඩා ශ්රී ලංකාවේ මංගල ටෙස්ට් ජයග්රහණය සහ තරග ජයග්රහණය පිළිබඳ ජෙක්ව ජයග්රහණය කළ විට ඩයස්ගේ දායකත්වය තීරණාත්මක විය. දෙවන ටෙස්ට් තරගයේදී ද්විත්ව පනස් ගණන්වලදී ජයග්රහණයක් ආරම්භ කිරීමට ඉවහල් වූ අතර, පසුව ශ්රී ලංකාව සමඟ අවසාන ටෙස්ට් තරගයේ දී ශ්රී ලංකාව ශ්රී ලංකාව බේරා ගත් අතර දිනුම් ඇදීමක් මෙම දිනුම් ඇදීමක් ලබා ගත්තේය. විශ්රාම ගැනීමෙන් පසු, කලක් ශ්රී ලංකාවේ තරගයේදී ඩයස් තම පැතිකඩ පවත්වා ගෙන ගියේය.",අවු. 68 දවස්. 362
සුනිල් අශෝක ජයසිංහ,"ජූලි 15, 1955, මතුගම",දකුණු අත පිතිකරණය,කඩුලු රකින්නා,ඔහු 1979 ලෝක කුසලාන තරඟයේ එක්දින තරග දෙකක ක්රීඩා කළ හිටපු ශ්රී ලාංකික එක් වන ක්රිකට් ක්රීඩකයෙකි.,අවු. 39 දවස්. 279
සුදාත් ප්රාජිව් පිස්ට්,"ඔක්තෝබර් 15, කොළඹ 1961",වම් අත පන්දු,දකුණු අත මාධ්යය,ඔහු 1979 ලෝක 0 ඩී.ඩී.අයි.සී.ඊ.,අවු. 60 දවස්. 0
ෆෙඩ්රික් රන්ජන් මැනිලාල් ද සිල්වා ගුණතිලකේ,"අගෝස්තු 15, 1951, කොළඹ",දකුණු අත පිතිකරණය,දකුණු අත මාධ්යය,"1979 ක්රිකට් ලෝක කුසලාන තරගාවලියේදී එක්දින ජාත්යන්තර ජාත්යන්තර (එක්දින තරගයක් (එක්දින) ක්රීඩා කළ හිටපු ගුණතිලකේ, ශ්රී ලංකා ක්රිකට් ක්රීඩකයෙකි.2018 සැප්තැම්බර් මාසයේදී ඔහු ශ්රී ලංකා ක්රිකට් විසින් උපහාර දැක්වූ හිටපු ශ්රී ලංකා ක්රිකට් ක්රීඩකයින් 49 දෙනාගෙන් එක් අයෙකි",අවු. 70 දවස්. 61
රන්ජන් සේනාත් මදුගල්ල,"අප්රේල් 22, 1959, මහනුවර",දකුණු අත පිතිකරණය,දකුණු අත ඕෆ්බ්රීක්,ඔහු 1993 දී අයිසීසී තරග තීරකවරයකු බවට පත්ව ඇති අතර 2001 දී ඔහු පළමු ප්රධාන විනිසුරුවරයා ලෙස පත් කරන ලදී.ඔහුගේ පහසු බාහිර හා ආකර්ශනීය පෞරුෂය දැඩි විනයගරුකයක් ලෙස කීර්තියක් ඇති අයෙකු සඳහා වෙස් මුහුණකි.,අවු. 62 දවස්. 176
අශාන්ත ලැක්සාසා ෆ්රැන්සිස් ඩි තැපැල්,"මැයි 0959, කොළඹ",දකුණු අත පිතිකරණය,දකුණු අත මධ්යම වේගයෙන්,"ඔහු අති නවීනත්වීමේ හැකියාව ලබා ගැනීමේ හැකියාව ඇති බ්රිස්ක් දකුණු පන්දු යවන්නා වූ අතර, අශාන්ත ද මෙල් යනු ශ්රී ලංකාවේ ප්රමුඛ පෙළේ වේග පන්දු පන්දුවරය පූර්ණ පරීක්ෂණ තත්වයට පත්වීමයි.1981-82 දී එංගලන්තයට එරෙහි ශ්රී ලංකාවේ ආරම්භක ටෙස්ට් තරගයේදී ද මෙල් ලකුණු 30 ක් සහ 1 ක් සඳහා ලකුණු 4 ක් ලබා ගත්තේය. පාකිස්තානයේ පහත දැක්වෙන සංචාරයේදී කඩුලු 11 ක් දවා ගත්තේය.1982-83 දී ඉන්දියාවට එරෙහි එක් ඕෆ් ටෙස්ට් තරගයේදී ඔහු දෙවන ඉනිමේදී ලකුණු 5 ක උල්පතක් ලබා ගත් පළමු ශ්රී ලාංකික වේග පන්දු යවන්නා බවට පත්විය.පිතිහරඹය සමඟ, ද මෙල් ඔහුගේ ආක්රමණශීලී ශෛලිය සමඟ පහළ ඇණවුමේ වටිනා දායක මුදල් ලබා දිය හැකි හස්ත රංගන ශිල්පියෙකි.බරපතල දණහිසේ ආබාධයක් 1987 ලෝක කුසලාන තරගාවලියෙන් පසු ඔහුගේ වෘත්තිය නොමේරූ අවසානයකට ගෙන ආ නමුත් පොදුරාජ්ය මණ්ඩලීය ක්රීඩා උළෙලේ පෙනී සිටීම ඇතුළු ශ්රී ලංකාව පාලමෙන් පිරිනමන ලදී.ඔහු ශ්රී ලංකා ක්රිකට් මණ්ඩලයේ අතුරු කමිටුවේ අතුරු කමිටුවේ ද සේවය කළ අතර 19 න් පහළ පැත්තේ ජාතික තේරීම් කමිටුවක් සහ කළමනාකරුවෙකු ද විය",අවු. 62 දවස්. 159
රොහාන් ස්ටැන්ලි අමරසිරිනෙකරා,"දෙසැම්බර් 07, 1957, කොළඹ",දකුණු අත පිතිකරණය,කඩුලු රකින්නා,"1979 දී රොහාන් ජයසේකර එංගලන්තය සංචාරය කළ අතර ශ්රී ලංකා කණ්ඩායම බලවත් පිතිකරුවෙකු හා ස්ටැන්ලි ජයසිංහට ස්ටැන්ලි ජයසිංහ වෙත බලවත් පිතිකරුවෙකු හා වෙන්කිරීමේ කකිරීමක් ලෙස එබඳු ද්විත්ව කාර්යභාරය ඉටු කළේය.කෙසේ වෙතත්, ජයසිංහ වඩාත් කැමති පරිදි ඔහු ලෝක කුසලානය තුළ ක්රීඩා කළේ නැත.ශ්රී ලංකාවේ සමාරම්භක එක්දින තරගාවලියේදී එංගලන්තයට එරෙහිව දිවා කාලයේ එක්දින තරගාවලියේදී ඔහු මංගල්යය පැවැත්වීම, ඔහු කඩුලු 17 ක් ද, ශ්රී ලංකාව ලකුණු 6 කින් පරාජයට පත් කරමින් ලකුණු 17 ක් රැස් කළේය.ඔහුගේ එකම පරීක්ෂණය පාකිස්තානයේ සංචාරය සිදු වූයේ ලාහෝර් හි විශේෂ ist තිකි පිතිකරුවෙකු ලෙස ක්රීඩා කරන අවස්ථාවේදීය.ශ්රී ලංකාව කඩුලු 14 ක් දවාගත් ඉම්රාන් ඛාන් කඩුලු 14 ක් දවා ගත්හ.",අවු. 63 දවස්. 312
සිදාත් වෙට්ටිමුනි,"අගෝස්තු 12, 1956, කොළඹ",දකුණු අත පිතිකරණය,දකුණු අත මාධ්යය,"ටෙස්ට් පිටියේදී ශ්රී ලංකාවේ සමාරම්භක උත්සවයෙන් පසුව සිද්ත් වෙට්ටිමුනි සවිකිරීමේ ස්ථානයේදී සවිකෘත විය. වෙට්ටිමූනි යනු සංයුක්ත තාක්ෂණය සහිත දකුණු අතේ පිතිකරුවෙකි. ශ්රී ලංකාව වෙනුවෙන් ක්රීඩා කිරීමට සහෝදරයන් දෙදෙනෙකුගේ බාලයා වෙට්ටිම්නි ය; ඇත්ත වශයෙන්ම දුර්ලභ අවස්ථාවක ඔහු ටෙස්ට් තරග දෙකකදී තම සහෝදරයා වන මිත්රා සමඟ පිතිකරණය විවෘත කළේය. වෙට්ටිමූනි ටෙස්ට් මට්ටමින් සියවස් දෙකක් තුළ cally තිහාසික වැදගත්කමක් දරයි. ෆයිසලාබාද්හිදී, ශ්රී ලංකාවේ ආරම්භක විදේශ සංචාරයේදී වෙට්ටිම්නි 157 ක් එල්ල කළ අතර දෙවන කඩුල්ල සඳහා රෝයි ඩයස් සමඟ හවුල්කාරිත්වයක් බෙදා ගත්තේය. එය ශ්රී ලාංකික ක්රීඩකයෙකු විසින් ටෙස්ට් මට්ටමින් මංගල ශතකය විය. ලෝඩ්ස් හිදී 1984 දී වෙට්ටිමුනි සිය පෙර උත්සාහය ග්රහණය කරගත්තේ විනාඩි 671 ක මුහුණුවල මිනිත්තු 642 ක් තුළ ය. පුදුමාකාර ආ rokes ාතනය සහ ඉනිමට විරේචක විචලනය කර තිබීම. ඉනිමකින් ඉනිමකින් සිය පන්දුව හරහා ගෙන ගිය පළමු ශ්රී ලාංකිකයා වූයේ 1982-83 දින කිහිපය තුළ නවසීලන්තයට එරෙහිව නවසීලන්තයට එරෙහිව - ඔහු නොදැවී ලකුණු 144 න් 63 ක් රැස් කළේය.",අවු. 65 දවස්. 64
හෙට්ටියාරචිගිගේ මහේස් ගූනාතිලක,"අගෝස්තු 16, 1952, කෙගල්ල",දකුණු අත පිතිකරණය,කඩුලු රකින්නා,පහළ නියෝගයේ කාර්යක්ෂම ග්ලෝවඹුවන් සහ ප්රවීණ පිතිකරුවෙකු වන ගූනතිලෙක් ශ්රී ලංකාවේ කඩුලු රකින්නා වූයේ ටෙස්ට් පිටියේදී ඔවුන්ගේ ආරම්භක අව්යාජ ය.දක්ෂ ක්රීඩකයෙකු වන ගූනැටිලෙක් ශ්රී ලංකාවේ ටෙස්ට් තරගයට පිවිසෙන පැත්තේ සිය තනතුර පිහිටුවන ලදී.කඩුලු පිටුපස විත්තිහක හෝ භ්රමණයට ඔසවා බැලූ කඩුලු පිටුපස දක්ෂතා දක්වන දක්ෂතාකරුවෙකු ලෙස ඔහුගේ රංගනයන්ගෙන් ඔහුගේ රංගනයන් පොරොන්දු වෙමින් තිබේ.පිතිහරඹයත් සමඟ ඔහු පහසු රංගනයන් යම් යම් කාර්ය සාධනයක් ඇති කිරීම සඳහා විශාල ප්රතිරෝධයක් ලබා දුන්නේය.ෆයිසලාබාද් හි දෙවන ටෙස්ට් තරගයේදී පිතිකරණය විවෘත කරන ලෙස ඔහුගේ හැකියාව එවැනි විය.පළමු ඉනිමේදී ලකුණු 27 ක් ලබාගෙන දෙවන ඉනිමේදී ලකුණු 57 ක් රැස් කරමින් ඔහු වටා ඇති පන්දුවට පහර දීමක් ලෙස ස්ටොයික් ප්රතිරෝධයක් ලබා දුන්නේය.1982-83 දී දකුණු අප්රිකාවේ දකුණු අප්රිකාවේ සංචාරය කිරීමට තීරණය කරන විට ශ්රී ලංකාව ගුණාත්මක ක්රීඩකයෙකු සොරකම් කරන ලදී.,අවු. 69 දවස්. 60
අර්ජුන රණතුංග,"දෙසැම්බර් 01, කොළඹ 1963 දෙසැම්බර් 01",වම් අත පන්දු,දකුණු අත මාධ්යය,"අර්ජුන රණතුංග යනු තොග සහිත වම්පස සහිත පිතිකරුවෙකු වන අතර 1996 ලෝක කුසලානය වන 1996 ලෝක කුසලානය වන ශ්රී ලංකාවට විශාලතම ක්රිකට් ජයග්රහණයට නායකත්වය දුන්නේය.ඔහුගේ නව්ය නායකත්වය ක්රිකට් ක්රීඩාවේ ශ්රේෂ් greatest තම ත්යාගය සඳහා තරඟයට පෙර ශ්රී ලංකා කණ්ඩායමක් ලබා ගත්හ.ඔහු ශ්රී ලංකාවේ සමාරම්භක පරීක්ෂණයේදී වයස අවුරුදු 18 දී ආරම්භ වූ අතර ඔහුගේ රටේ පළමු ටෙස්ට් අර්ධ අර්ධ ශතකය බවට පත් කළේය.වසර 20 කට ආසන්න කාලයක් පුරා ලොව පුරා ක්රිකට් පිට්ටරි පිළිබඳ ප්රමුඛ චරිතයක්, ඔහු කිසි විටෙකත් ගැටුමෙන් මිදුණු අතර, ඔහුගේ ක්රීඩකයින් සහ කඳේ අයිතිවාසිකම් ආරක්ෂා කර නොගනී.",අවු. 57 දවස්. 318
ජෝශප් රබින්ද්රන් රත්න,"මැයි 02, 1960, කොළඹ",වම් අත පන්දු,දකුණු අත වේගවත් මාධ්යය,"රවී රත්නායක යනු පිතිකරුවෙකු හා පන්දුව අතේ ඇති වූ තුර්කිය සහ බෝල යන දෙකෙහිම අව්යාජ දස්කම් දැක්විය හැකි ක්රීඩකයෙකි. සජීවී වේගයකින් පන්දු යැවීමේ හැකියාව ඇති දකුණු-හස්තයේ මධ්යම වේග පන්දු යවන්නාට හැකි වන අතර පන්දුව හිතකර තත්වයන්ට ගෙන යන්න. පන්දුව සමඟ ඔහුගේ හැකියාවට ප්රශංසා කිරීම සඳහා ඔහු පහළ නියෝගයේ දී දක්ෂ වම් පිතිකරුවෙකු ද විය. ඔහුගේ වෘත්තිය වර්ධනය වූ විට, ඔහුගේ පිතිකරණයට ඔහුගේ පන්දුවට පහර දුන් විට, ඔහුගේ පිතිකරණය පරීක්ෂණ මට්ටමින් පිතිකරණය විවෘත කරන ලෙස ඉල්ලා සිටි අතර එය සාර්ථකත්වය සමඟ එසේ කළේය. සමහරවිට ඔහුගේ ලොකුම ගුණාංගය ඔහුගේ කීර්තිමත්කම හා අධිෂ් ve ානය වන අතර, සෑම විටම තරඟකාරීත්වයට වඩා අඩු ප්රමාණයකට වඩා සෑම විටම තරඟ කිරීමට කැමැත්තෙන් සිටියේය. 21 හැවිරිදි වියේ පසුවන, රත්මේක් මුලින් තෝරාගෙන ඇත්තේ විශේෂ blace පන්දු යවන්නෙකු ලෙස ය. පාකිස්තානයේ ප්රතිචාර නොදක්වන කඩුලු 4 ක් උපයන ලද අතර එය මිල අධික කඩුලු 4 ක් සහ පිතිකරණයේ කඩුලු 4 ක් දවා ගනිමින් ලකුණු 10 ක් දවා ගනිමින් සිටින අතර එමඟින් ලකුණු ලබා ගැනීම දුෂ්කර වූ අතර එස්එස්සී හි නවසීලන්තයට එරෙහිව ඔහුට ඉදිරි ගමනක් ගියේය ඔහු 42 කට 5 ක් සඳහා ලකුණු 4 ක් ලබා ගත් විට, පාකිස්තානයට එරෙහි පසුගාමී තරගමාලාව විසින් රන්නයික් සිමෙන්ති සක්රීය කර ඇත්තේ පන්දුව සමඟ ආකර්ෂණීය සංදර්ශන සහ ඔහුගේ සදහටම වැඩිදියුණු කරන පිතිකරණයෙන් ය. සියල්කොට් හි දී ඔහු පාකිස්තාන ඉනිම 83 කට ලකුණු 83 කට දැවී ගිය විනාශකාරී සංදර්ශනයක් නිෂ්පාදනය කළේය. මෑත කාලය වන තෙක් සියලුම ශ්රී ලාංකික පන්දු යවන්නන් සඳහා මිණුම් ලකුණ ඉතිරි වේ. 1985 සිට 86 දී ඉන්දියානු සංචාරයේදී ආරම්භක ස්ථානයට තල්ලු කර ඇති අතර, රත්මේක් අමතර වගකීමට ප්රතිචාර දැක්වීය. නව පන්දුව සමඟ සටන් කිරීම ඔහුගේ ආරම්භක ඉනිමේදී ඔහු සිරුත් වෙට්ටිමුනි සමඟ 159 ක් එකතු කරමින් ලකුණු 93 ක් රැස් කළේය. පසුව සුපිරි තෙත් සංදර්ශනයක කඩුලු 4 ක් දවා ගත්තේය. දෙවන ටෙස්ට් තරමේදී, ශ්රී ලංකාව යටත් වූ ශ්රී ලංකාව ඔහු 54 දෙනා සමඟ ස්ථිර ඉහළ ලකුණු 54 ක් ලබා ගත්තේය. ඔහු කප්ටැක් හි පැවති අවසන් ටෙස්ට් තරගයේදී අවසන් ටෙස්ට් තරගයේදී ලකුණු 5 ක් සඳහා කැපී පෙනෙන මාලාවක් ලකුණු 5 ක් සම්පූර්ණ කළේය. මෙම අධිෂ් ve ානය හා තරඟකාරී ස්වභාවය ඕස්ට්රේලියාවට එරෙහි සිය මාලිමතුවේ ඉස්මතු විය. ඕස්ට්රේලියාව ශ්රී ලාංකිකයන් තලා දැමූ බැවින් 1988 දී ඔහු සිය ශ්රී ලාංකිකයන් විසින් ශ්රී ලාංකිකයන් තලා දැමීමත් සමඟම දක්ෂ ලෙස වෙහෙස මහන්සි වී වැඩ කළහ. පිතිහරඹය සමඟ ඔහු ලකුණු 28 ක් සහ 34 ක් ලබා ගත් අතර ඉතිරි පිතිකරණයේ ඉතිරි කොටස ලැබුණි. ඕස්ට්රේලියාවේ මීළඟ මාලාවේදී, ඔහුගේ වෘත්තීය දිවියේ අවසාන ශ්රේණියේ ඔහු අරමුණින් පන්දුවට පහර දුන් අතර ශ්රී ලංකාව ඔවුන්ගේ විශාලතම අවශ්යතාවෙහි සිටියදී ශතක දෙකක් රැස් කළේය.",අවු. 61 දවස්. 166
රොජර් ජෙරාඩ් ක්රිස්ටෝපර් එඩිරිවීර විජේසූරිය,"පෙබරවාරි 18, 1960, මොරටුවා",දකුණු අත පිතිකරණය,මන්දගාමී වම් අත ඕතඩොක්ස්,"ශ්රී ලංකා වම්පස වමතින් දඟ පන්දු යවන ක්රීඩක රොජර් විජේසූරිය ටෙස්ට් ඉතිහාසයේ වඩාත්ම දත් නැති පන්දු යවන්නා බවට ප්රකාශයක් තිබේ.ඔහු 1982 සිට 1986 දක්වා ටෙස්ට් තරග 4 ක් ක්රීඩා කළ අතර සෑම පන්දු 586 ක දුරක් කඩුල්ලක වැඩ වර්ජන අනුපාතයක් ලබා ගත්තේය.සාමාන්යයෙන් එය කඩුල්ලක් ලබා ගැනීම සඳහා විජේසූරිය 97 කදී කඩුල්ලක් ලබා ගත්තේය.වෙනත් වචන වලින් කිවහොත්, දින පහක පරීක්ෂණයකින් ඔහු දෙදෙනාම පන්දු යැවූයේ නම්, තරගය අවසන් වන විට විරුද්ධත්වය හතරක් පමණි ... ඔවුන් ලකුණු 1355 ක් රැස් කිරීමට ඉඩ තිබුණි.පාකිස්තානයට එරෙහි U19 මාලාවක කඩුලු 25 ක් දවාගත් අවස්ථාවේදී ඔහු මීට පෙර වැඩි ශබ්දයක් ඇති කළේය.",අවු. 61 දවස්. 240
